type,element_id,text,metadata.filename,metadata.filetype,metadata.languages,metadata.page_number
Title,c9f52c42f62be95b899e6b929b8d952b,Degree Requirements,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
UncategorizedText,c977dbe785221d34114d345fdf8ff4e1,1.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
NarrativeText,f2185a82cc131ef2505e362fa6d54a6a,What are the degree requirements for the OMSCS program?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
NarrativeText,b1036d3afe8f8ef0cf354b955fa99c80,"The OMSCS degree requires 30 hours (10 courses). Students must declare one specialization, which, depending on the specialization, is 15-18 hours (5-6 courses). The remaining 12-15 hours (4-5 courses) are “free” electives and can be any courses offered through the OMSCS program. You can review the degree requirements online. The requirements for each specialization can be found online as well. Please note that courses listed in bold have been produced for the OMSCS program.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
NarrativeText,70c5c1a0a28657012ff1e1366b2fe182,"To be able to continue in the program after the first 12 months from your date of matriculation, you must complete the foundational requirement of two foundational courses with a grade of “B” or better. You may choose a foundational course that counts towards any area 이 your degree, whether a specialization requirement or a ""free"" elective. The courses that constitute “foundational courses” are designated with an asterisk (*) on the current courses page of our website.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
NarrativeText,d26a8dfce97329fa374746abbe4f7aa5,"By when do | need to declare my specialization, and how can | do so? Can | change my specialization once | declare it?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
NarrativeText,a5913356ab6a63f58b484159a5e58178,We stronaly recommend that you declare your specialization after your first two semesters 10 the program or as soon as you have an idea as to which specialization you plan to pursue. Your specialization needs to be declared by the time you apply to graduate. Please note that you are not “locked in” once you declare your specialization.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
NarrativeText,7d88e34056d1c47d254331823ec69e11,"You may change your specialization any time that does not conflict with an active period of registration. To declare your specialization, please follow these instructions:",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
NarrativeText,321dc3193cbff9c189f3c7225c550240,"Log into OSCAR using your GT credentials via the Secured Access Login. Go to ""Student Services & Financial Aid"".",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
NarrativeText,9f2b323bf23baa21403a7d9f95b95311,"Find ""Student Records"". Find ""Change Program of Study"". Select “MSCS"". This provides access to the “Major Specialization” field that all students can update.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
NarrativeText,ade54f9a706955a35192381e74e3c8a7,"**Please note that if you are receiving Gl Bill benefits, the Department of Veteran Affairs (DVA) regulates that only degree-applicable courses for your major are allowed to be certified for tuition and fee funding. This particular student population is permitted no more than two semesters to declare a specialization. By declaring your specialization, this will allow Georgia Tech’s Veteran’s Services office to certify your courses each semester. Please contact the Veteran's Services office directly with any questions you may have regarding this requirement. Their contact information can be found on their website.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
NarrativeText,c2638824a7c8c2958559e349f42ee868,"Can | declare more than one specialization? No — students may declare only one specialization. However, you may take courses beyond your specialization as “free” electives.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
NarrativeText,f70d2d9479d20fd4d8d9a3673ba8b5cd,Can | use extra specialization core courses as specialization electives (and vice versa)?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
NarrativeText,b65ddf848793309edb440355f871b830,"For the most part, if students take extra specialization core courses and/or extra specialization elective courses beyond what is required 10 their specialization, the extra course(s) can be used only towards the ""free"" electives. In other words, specialization core courses cannot be used towards the specialization elective requirements and vice versa (specialization elective courses cannot be used towards the specialization core requirements).",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
NarrativeText,1187c51eb1675b37bfd5356cb07b5d31,The only exception is for students pursuing the Computing Systems specialization. Please visit the specialization’s webpage for more information regarding what can be accepted.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
NarrativeText,225d37bea6a96e3daad004395e07accc,Am | allowed to make substitutions within the OMSCS degree requirements? The official College policy is that substitutions for specialization coursework are made only when necessary when,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",16
UncategorizedText,e3b7e7a038be142c2a042fc1f7374d00,10.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
NarrativeText,22e9b1a15b5a2fb9576c9286e3a2a8a9,"specialization courses are not available. Since all four of the specializations offered through the OMSCS program can be completed without substitutions, no substitutions will be approved.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
NarrativeText,eae863fe9b08e0ae36b4788d4ef61be1,Am | allowed to audit a course or take it on the pass/fail grading basis? Students are permitted to earn only a letter grade in all OMSCS courses. Students may not audit an OMSCS course or take it on the pass/fail grading basis.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
NarrativeText,404d0dee2372045ece2a1fec002340bc,"The only exception is the CS 8001 one-hour seminars. As a reminder, these seminars are graded on the pass/fail grading basis and will NOT count toward your graduation requirements.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
NarrativeText,e9d05a0cf70f705325ad8d80cba899be,How long do | have to complete the program and earn my degree? Students must complete the OMSCS degree in six years as per the Institute’s policy.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
NarrativeText,e415279a0685230f1e02c2be02b0df82,What happens if | need more than six years to complete the program?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
NarrativeText,2c6f7350a25d43d5109164e5ce9ca044,"Any coursework that is older than six years needs to be approved by the Graduate Curriculum Committee (GCC) and the Institute Graduate Curriculum Committee (IGCC) in order to 66 applied to your degree. If you will be exceeding the six-year time frame, please be sure to contact oms-advising@cc.gatech.edu the semester before you plan to graduate so that you can work with your advisor on obtaining approval to use the older coursework. Please be sure to send your message from your GT email account and to include your full name and your nine-digit GT ID number (90X-XX-XXXX), replacing the first two digits with “xx”.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
NarrativeText,825f13685487caf5374ae502df986d46,Can | count non,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
NarrativeText,b311dbdbedbdc0355326a65755b27782,CS/CSE courses and/or previously,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
NarrativeText,b3ca17c7cfa7171e117cfb71aa33a717,completed undergraduate,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
Title,ab059f73f8b7d1200475104a116e0740,level courses toward my,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
Title,c58d912eee9e20998a6b5403f7096f50,MSCS degree?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
NarrativeText,2a728f33e8acf417af21bc386310ce58,"As per the program rules, a maximum of six hours may be taken at the 4000-level and/or with a subject code other than CS or CSE. If you have any questions, especially regarding previously-completed undergraduate-level courses, please contact your advisor by sending a message from your GT email account to oms-advisina@cc.gatech.edu. Please be sure to include your nine-digit GT ID number (90X-XX-XXXX), replacing the first two digits with “xx”.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",17
